Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,HTI_rain_wind_comb_score contribution,HTI_rain_wind_rain_oct3 contribution,HTI_rain_wind_rain_oct4 contribution,HTI_rain_wind_rain_oct5 contribution,HTI_rain_wind_rain_score contribution,HTI_rain_wind_rain_total contribution,HTI_rain_wind_wind_score contribution,HTI_rain_wind_windspeed contribution,HTI_rain_wind_comb_score permutation importance,HTI_rain_wind_rain_oct3 permutation importance,HTI_rain_wind_rain_oct4 permutation importance,HTI_rain_wind_rain_oct5 permutation importance,HTI_rain_wind_rain_score permutation importance,HTI_rain_wind_rain_total permutation importance,HTI_rain_wind_wind_score permutation importance,HTI_rain_wind_windspeed permutation importance,Training gain without HTI_rain_wind_comb_score,Training gain without HTI_rain_wind_rain_oct3,Training gain without HTI_rain_wind_rain_oct4,Training gain without HTI_rain_wind_rain_oct5,Training gain without HTI_rain_wind_rain_score,Training gain without HTI_rain_wind_rain_total,Training gain without HTI_rain_wind_wind_score,Training gain without HTI_rain_wind_windspeed,Training gain with only HTI_rain_wind_comb_score,Training gain with only HTI_rain_wind_rain_oct3,Training gain with only HTI_rain_wind_rain_oct4,Training gain with only HTI_rain_wind_rain_oct5,Training gain with only HTI_rain_wind_rain_score,Training gain with only HTI_rain_wind_rain_total,Training gain with only HTI_rain_wind_wind_score,Training gain with only HTI_rain_wind_windspeed,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
cholera,338,0.2122,0.3014,500,0.6852,10000,0.3411,43.7354,9.1053,34.1863,7.1440,0.2471,3.3632,1.8776,0.6696,33.1549,18.7024,26.2464,2.7793,0.0000,16.8066,1.6407,0.2121,0.1806,0.2074,0.1939,0.2117,0.2121,0.2116,0.2118,0.0153,0.1202,0.0606,0.0752,0.0322,0.0321,0.0059,0.0058,9.0031,0.4108,1.0000,0.2414,0.9702,0.0059,5.0000,0.2909,0.8814,0.0414,10.0000,0.3085,0.7874,0.0828,0.3043,0.2188,0.9911,0.0000,11.2493,0.3137,0.7652,0.0976,40.8646,0.4321,0.3686,0.3698,39.7453,0.4286,0.3805,0.3343,0.3043,0.2188,0.9911,0.0000,8.8956,0.3026,0.8081,0.0799
